,review_index,date,review,rating,status,length,label,language,scores,compound,sentiment
151,93,2021-03-08,The explanation is very good.And all basic of python covered in this course .,5,completer,77,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
152,94,2021-03-08,I knew nothing about Python before taking this class.,5,completer,53,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
153,94,2021-03-08,Now I feel like I can code anything!! And the instructor wasn't just reading notes off a paper.,5,completer,95,pos,en,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.4738}",0.4738,pos
154,94,2021-03-08,He was genuine and engaging and made it feel like an in person class.,5,completer,69,pos,en,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.5994}",0.5994,pos
155,94,2021-03-08,(And I love that he referenced Harry Potter!),5,completer,45,pos,en,"{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.6696}",0.6696,pos
156,95,2021-03-08,Thanks Coursera for amazing course learned lot of things from course.,4,completer,69,pos,en,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.7717}",0.7717,pos
157,96,2021-03-07,This is my first time learning from a foreign Professor.,5,completer,56,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
158,96,2021-03-07,It was a great experience for me.,5,completer,33,pos,en,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,pos
159,96,2021-03-07,And this course was very understandable.,5,completer,40,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
160,96,2021-03-07,The way Professor Charles Severance explaining things is very interesting.,5,completer,74,pos,en,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.4576}",0.4576,pos
161,96,2021-03-07,As a beginner I have learnt so many things about python from this course.,5,completer,73,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
162,97,2021-03-07,Overall a good course to begin your python journey.,5,completer,51,pos,en,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,pos
163,97,2021-03-07,It's in no way an end all course but will give you enough knowledge to wet your beak.,5,completer,85,pos,en,"{'neg': 0.086, 'neu': 0.914, 'pos': 0.0, 'compound': -0.1531}",-0.1531,neg
164,98,2021-03-07,Python for everybody is a very helpful and intriguing course and has help me built my profile.,5,completer,94,pos,en,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.6997}",0.6997,pos
165,98,2021-03-07,Sir Charles makes the course more interesting.,5,completer,46,pos,en,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.4576}",0.4576,pos
166,98,2021-03-07,Thank you,5,completer,9,pos,en,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,pos
167,99,2021-03-07,This course has improved my programming skills.,4,completer,47,pos,en,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.4767}",0.4767,pos
168,99,2021-03-07,thank you,4,completer,9,pos,en,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,pos
169,100,2021-03-07,"This course helps me learn programming better,and give me a basic picture of Python.",5,completer,84,pos,en,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.3818}",0.3818,pos
170,100,2021-03-07,I really love prof Charles!He is very kind and humour.All the examples in this course are very useful and concise.,5,completer,114,pos,en,"{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.9131}",0.9131,pos
171,100,2021-03-07,"
I hope I can pass all these series of courses .",5,completer,48,pos,en,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,pos
172,101,2021-03-07,amazing course ! i really enjoyed this experience,5,completer,49,pos,en,"{'neg': 0.0, 'neu': 0.342, 'pos': 0.658, 'compound': 0.8264}",0.8264,pos
173,102,2021-03-07,By adding some more exercises and content would be useful for me.,4,completer,65,pos,en,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.4404,pos
174,102,2021-03-07,Explanation was excellent by dr.chuck   ,4,completer,40,pos,en,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",0.5719,pos
175,103,2021-03-07,Great course for the beginners.,5,completer,31,pos,en,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,pos
176,103,2021-03-07,Dr. Chuck's teaching style is very engaging & understandable.,5,completer,61,pos,en,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4005}",0.4005,pos
177,103,2021-03-07,Examples & practices assignments help build deeper understanding.,5,completer,65,pos,en,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",0.4019,pos
178,103,2021-03-07,Bonus lectures & interviews  especially of Python founders are like cherry on cake.,5,completer,83,pos,en,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.7184}",0.7184,pos
179,104,2021-03-07,It was very easy to understand the python concepts,5,completer,50,pos,en,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.4927}",0.4927,pos
180,105,2021-03-07,Great to get a solid beginning into programming python,4,completer,54,pos,en,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.6908}",0.6908,pos
181,106,2021-03-07,Just amazing experience and materials,5,completer,37,pos,en,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.5859}",0.5859,pos
182,107,2021-03-07,really a helpful for me to clear my concept in programming,5,completer,58,pos,en,"{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.6901}",0.6901,pos
183,108,2021-03-06,Amazing!! Doc.,5,completer,14,pos,en,"{'neg': 0.0, 'neu': 0.186, 'pos': 0.814, 'compound': 0.658}",0.658,pos
184,108,2021-03-06,Chuck is a Rockstar!!,5,completer,21,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
185,109,2021-03-06,Entertaining and full of knowledge.,5,completer,35,pos,en,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,pos
186,110,2021-03-06,good,5,completer,4,pos,so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
187,111,2021-03-06,good,5,completer,4,pos,so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
188,112,2021-03-06,i've learned a lot form this course.,5,completer,36,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
189,112,2021-03-06,thank yo coursera for givin this course for free,5,completer,48,pos,en,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.7003}",0.7003,pos
190,113,2021-03-06,this is very informative and helpful for the beginners.,4,completer,55,pos,en,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.4703}",0.4703,pos
191,114,2021-03-06,Nice,5,completer,4,pos,ro,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
192,115,2021-03-06,very useful,5,completer,11,pos,en,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,pos
193,116,2021-03-06,It's helping me,5,completer,15,pos,en,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.296}",0.296,pos
194,117,2021-03-06,good,4,completer,4,pos,so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
195,118,2021-03-06,This has been the most elaborate and easy to learn online course I've ever undertaken and all credit goes to Charles Severance Ph.D. and his team for putting together such great content.,5,completer,186,pos,en,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.8709}",0.8709,pos
196,118,2021-03-06,"Last but not least, thanks to the Coursera team and platform for the wonderful initiative.",5,completer,90,pos,en,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.823}",0.823,pos
197,119,2021-03-06,very useful for beginners,4,completer,25,pos,no,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}",0.4927,pos
198,120,2021-03-06,"Very good course for programming rookies, very catchy and not boring at all! Good Job Prof.",5,completer,91,pos,en,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.8099}",0.8099,pos
199,120,2021-03-06,Chuck,5,completer,5,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
200,121,2021-03-06,"Fantastic course, explanation in the most lucid way as possible.",5,completer,64,pos,en,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.5574}",0.5574,pos
201,122,2021-03-06,The course explains all the syntaxes of python programming and some examples.overall its good but need some more complex problems to be said by professor.Finally thank you charles severance sir,5,completer,193,pos,en,"{'neg': 0.11, 'neu': 0.747, 'pos': 0.144, 'compound': 0.0599}",0.0599,pos
202,123,2021-03-06,The best,5,completer,8,pos,en,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,pos
203,124,2021-03-06,"I hadn't programmed in a long while and wanted to get back to my favorite programming language, though I had already been taught a lot of this stuff I definitely can say this is one of the most well taught programming classes I've taken, very clear examples, trying to make examples with everyday life and explained in a very easy way.",5,completer,335,pos,en,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.9213}",0.9213,pos
204,124,2021-03-06,"If you are trying to learn to code I could not recommend this enough, it's great!",5,completer,81,pos,en,"{'neg': 0.108, 'neu': 0.667, 'pos': 0.225, 'compound': 0.5076}",0.5076,pos
205,125,2021-03-06,good,5,completer,4,pos,so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
206,126,2021-03-05,"Bestest course, dr chuck is Rock",5,completer,32,pos,fr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
207,127,2021-03-05,The structure of the class is very ingenious.,5,completer,45,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
208,127,2021-03-05,This has made it easier for me to keep track of my learning progress.,5,completer,69,pos,en,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6808}",0.6808,pos
209,127,2021-03-05,Professor taught the issues very clearly and easily.,5,completer,52,pos,en,"{'neg': 0.0, 'neu': 0.515, 'pos': 0.485, 'compound': 0.6865}",0.6865,pos
210,127,2021-03-05,The quizs and assignments are very clear and helpful in helping me to systematize the knowledge I have learned.Thanks again to Coursera and the University of Michigan for such a good course.,5,completer,190,pos,en,"{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.8766}",0.8766,pos
211,128,2021-03-05,This course is good for beginners who want to learn python in an interactive way.,5,completer,81,pos,en,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4939}",0.4939,pos
212,128,2021-03-05,"The initial weeks are just to get familiar and installation but exercise in week 5,6,7 will really help to get initial confidence.",5,completer,130,pos,en,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.8569}",0.8569,pos
213,129,2021-03-05,Great class,5,completer,11,pos,en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
214,130,2021-03-05,Professor Charles is knowledgeable and good!,5,completer,44,pos,en,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4926}",0.4926,pos
215,131,2021-03-05,More assignment is required.,2,completer,28,neg,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
216,131,2021-03-05,Very basic level course.,2,completer,24,neg,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
217,131,2021-03-05,,2,completer,0,neg,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
218,132,2021-03-05,This course had thought me all the basics of python .I had undergone a great experience with the way you taught.,5,completer,112,pos,en,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.6249}",0.6249,pos
219,133,2021-03-05,it was a really good experience,5,completer,31,pos,en,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",0.4927,pos
220,134,2021-03-05,Very informative course.,5,completer,24,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
221,135,2021-03-05,This course has great foundational concepts.,5,completer,44,pos,en,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,pos
222,135,2021-03-05,I am already enrolled in another Python class from University of Michigan so the content went by very quickly.,5,completer,110,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
223,135,2021-03-05,This is a great course for an absolute beginner.,5,completer,48,pos,en,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",0.6249,pos
224,135,2021-03-05,For those that know about functions at a greater depth you can complete all assignments in a few hours.,5,completer,103,pos,en,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}",0.3612,pos
225,136,2021-03-05,Excellent course,5,completer,16,pos,fr,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,pos
226,137,2021-03-05,very nice teaching python,5,completer,25,pos,en,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4754}",0.4754,pos
227,138,2021-03-05,Great course! I started with zero experience in programming and feel like it was broken down enough for me to keep up and get a good understanding of each concept.,5,completer,163,pos,en,"{'neg': 0.084, 'neu': 0.651, 'pos': 0.265, 'compound': 0.7712}",0.7712,pos
228,138,2021-03-05,Dr. Chuck is engaging and makes it fun to learn these very basics.,5,completer,66,pos,en,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.6908}",0.6908,pos
229,138,2021-03-05,Looking forward to more courses!,5,completer,32,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
230,139,2021-03-05,"Great Course, Worth for beginners of python or coding sort of thing.,I love the course !!! I will pursue further python courses !!!",5,completer,131,pos,en,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.9017}",0.9017,pos
231,140,2021-03-05,it's a great python basic learning course.,5,completer,42,pos,en,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,pos
232,141,2021-03-05,it was nice going with courseera and online classes helped me a lot .thank you ,5,completer,79,pos,en,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.6486}",0.6486,pos
233,142,2021-03-04,I loved this course..,4,completer,21,pos,en,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",0.5994,pos
234,142,2021-03-04,Thank you so much....,4,completer,21,pos,en,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,pos
235,143,2021-03-04,I like this class.,5,completer,18,pos,en,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,pos
236,143,2021-03-04, Easy and useful,5,completer,16,pos,en,"{'neg': 0.0, 'neu': 0.147, 'pos': 0.853, 'compound': 0.7003}",0.7003,pos
237,144,2021-03-04,"While the instruction was great, I do believe there could have been a bit more explanation through some of the assignments.",4,completer,123,pos,en,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.6249}",0.6249,pos
238,144,2021-03-04,"That said, such a large part of programming involves self-directed research online that it translates well to the real world.",4,completer,125,pos,en,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.2732}",0.2732,pos
239,144,2021-03-04,,4,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
240,145,2021-03-04,Great professor.,5,completer,16,pos,en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
241,145,2021-03-04,Meaningful assignments.,5,completer,23,pos,en,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}",0.3182,pos
242,145,2021-03-04,Actually easy to follow even if you start from scratch.,5,completer,55,pos,en,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,pos
243,146,2021-03-04,It is a very good course for beginners,5,completer,38,pos,en,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.4927}",0.4927,pos
244,147,2021-03-04,Enjoyed the way Prof.,5,completer,21,pos,en,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5106}",0.5106,pos
245,147,2021-03-04,Charles taught!,5,completer,15,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
246,148,2021-03-04,it was much fun getting started with python,5,completer,43,pos,en,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5106}",0.5106,pos
247,149,2021-03-04,This course was really great and I became quite interested in the Python programming language.,5,completer,94,pos,en,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.8119}",0.8119,pos
248,149,2021-03-04,Now I can easily write simple Python code.,5,completer,42,pos,en,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.34}",0.34,pos
249,149,2021-03-04,Thanks to Coursera and Dr.Chuck,5,completer,31,pos,en,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,pos
250,150,2021-03-04,Some parts could be cut out in video,4,completer,36,pos,en,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2732}",-0.2732,neg
251,151,2021-03-04,I enjoyed learning with a great python instructor here...,5,completer,57,pos,en,"{'neg': 0.0, 'neu': 0.403, 'pos': 0.597, 'compound': 0.8126}",0.8126,pos
252,152,2021-03-04,It was a great exprience to me .i enjoy a lot .i learned from herea a lot of thing .Thank You sir .,5,completer,99,pos,en,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.8689}",0.8689,pos
253,153,2021-03-04,  The course help me dust up my memory on python.,5,completer,49,pos,en,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",0.4019,pos
254,153,2021-03-04,It helped me strengthen my foundations.,5,completer,39,pos,en,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.3182,pos
255,153,2021-03-04,The instructor has a special way of connecting with students.,5,completer,61,pos,en,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",0.4019,pos
256,153,2021-03-04,It was indeed surprising as he managed to pull this off even though the entire thing was completely online.,5,completer,107,pos,en,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.2732}",0.2732,pos
257,153,2021-03-04, ,5,completer,1,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
258,154,2021-03-04,Really awesome course for a beginner in Python.,5,completer,47,pos,en,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.659}",0.659,pos
259,154,2021-03-04,Basics but very important.,5,completer,26,pos,en,"{'neg': 0.0, 'neu': 0.532, 'pos': 0.468, 'compound': 0.3898}",0.3898,pos
260,155,2021-03-04,Very Helpful.,5,completer,13,pos,en,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4754}",0.4754,pos
261,155,2021-03-04,the instructor is amazing.Thanks,5,completer,32,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
262,156,2021-03-04,Excellent course.,5,completer,17,pos,fr,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,pos
263,156,2021-03-04,Concepts are taught in detail.,5,completer,30,pos,fr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
264,156,2021-03-04,Best beginners course.,5,completer,22,pos,fr,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,pos
265,157,2021-03-04,Loved every moment of this course.,5,completer,34,pos,en,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.5994}",0.5994,pos
